user_id,email,uname,pword,role,phone_num,is_commuter,shirt_size
2730261,Jared.Huffman@maine.edu,Jared.Huffman,old674,player,+1-265-916-2363x67368,False,XL
1679635,Edward.Russell@maine.edu,Edward.Russell,remain19,player,001-939-577-2841,True,M
7239959,Diana.Johnson@maine.edu,Diana.Johnson,imagine891,player,001-402-667-7213x98182,False,M
7973143,Brooke.Reid@maine.edu,Brooke.Reid,blue861,player,681-832-6070x76274,False,M
4819226,Christy.Benitez@maine.edu,Christy.Benitez,hear117,player,291.805.7440,True,L
6152474,Janet.Patrick@maine.edu,Janet.Patrick,church319,player,574.675.8957x39341,False,XL
1607966,Christopher.Peters@maine.edu,Christopher.Peters,factor782,player,826.985.2755x719,True,XS
9392417,Jesus.Collins@maine.edu,Jesus.Collins,run390,player,214.407.5795,False,S
4501795,Christian.Newton@maine.edu,Christian.Newton,must909,player,001-241-308-9585,False,XL
1874216,Shawn.Elliott@maine.edu,Shawn.Elliott,rich339,player,+1-261-264-7885,True,L
9017641,Tanya.Wagner@maine.edu,Tanya.Wagner,ahead716,player,001-923-846-9249x257,False,S
9666857,Alicia.Green@maine.edu,Alicia.Green,south502,player,001-354-478-3114x845,False,M
8026417,Catherine.Houston@maine.edu,Catherine.Houston,side874,player,(721)327-4745x62849,True,M
4749617,David.Romero@maine.edu,David.Romero,movement397,player,224.812.9582,True,XS
5572919,Stephen.Singleton@maine.edu,Stephen.Singleton,capital638,player,+1-485-274-9834x74951,False,M
8720696,Hannah.Austin@maine.edu,Hannah.Austin,mean786,player,613.919.8874,False,S
8483131,Christine.Rangel@maine.edu,Christine.Rangel,laugh683,player,(601)916-1979x6450,False,S
4462909,Whitney.Nelson@maine.edu,Whitney.Nelson,serve658,player,001-643-717-0342x128,False,XS
1337661,Eddie.Bean@maine.edu,Eddie.Bean,enter480,player,306-510-7739,False,M
4170047,Randy.Green@maine.edu,Randy.Green,laugh534,player,(518)901-5789,True,L
8325446,Richard.Taylor@maine.edu,Richard.Taylor,speech125,player,(762)797-4553,True,XL
8204615,Karen.Middleton@maine.edu,Karen.Middleton,everybody424,player,223.619.6800,False,L
9695564,Melissa.Blackwell@maine.edu,Melissa.Blackwell,senior660,player,001-210-846-5511x42419,True,L
1952079,Gail.Reid@maine.edu,Gail.Reid,else966,player,(805)251-0567x260,True,S
7811411,Sean.Castillo@maine.edu,Sean.Castillo,western248,player,609.682.3159x3790,False,XL
2632024,Stephanie.Banks@maine.edu,Stephanie.Banks,relate969,player,492-402-4394x43956,True,S
6181209,Randall.Fuller@maine.edu,Randall.Fuller,any882,player,(598)600-6847,False,M
1765722,Mrs..Cassandra.Campbell@maine.edu,Mrs..Cassandra.Campbell,run903,player,+1-912-281-7808x39043,True,S
3025242,Brittany.Smith@maine.edu,Brittany.Smith,hundred322,player,+1-762-856-7483x79528,False,L
8950105,Alejandro.Ingram@maine.edu,Alejandro.Ingram,not673,player,001-764-467-4580x842,False,L
8964441,Christopher.Chen@maine.edu,Christopher.Chen,develop345,player,363-385-6288x8385,False,S
3643742,Christopher.Leon@maine.edu,Christopher.Leon,admit397,player,(460)964-9114,True,M
6453599,John.Morgan@maine.edu,John.Morgan,manager542,player,413.984.3585x96296,False,M
1042783,Bryan.Wilson@maine.edu,Bryan.Wilson,military28,player,839-736-6670x7177,False,S
3193180,Cynthia.Wilson@maine.edu,Cynthia.Wilson,fact676,player,4618772245,True,M
5679456,Dr..Tony.Vargas@maine.edu,Dr..Tony.Vargas,us237,player,618.793.7887x9048,False,S
2754915,Stephanie.Lawrence@maine.edu,Stephanie.Lawrence,trouble254,player,456-380-7022x003,False,M
6828382,Steve.Smith@maine.edu,Steve.Smith,cover216,player,2973199018,False,L
9587045,Tyler.Gutierrez.MD@maine.edu,Tyler.Gutierrez.MD,his571,player,+1-811-767-2281,True,XL
6371678,Joshua.Martinez@maine.edu,Joshua.Martinez,ball278,player,(706)919-2568,True,L
9904489,Nicole.Castillo@maine.edu,Nicole.Castillo,main984,player,719.795.0486,True,S
9054569,Scott.Nelson@maine.edu,Scott.Nelson,focus528,player,610.684.3324x517,True,M
2918762,Adam.French@maine.edu,Adam.French,my942,player,+1-714-940-0836x1009,True,M
9232747,John.Porter@maine.edu,John.Porter,see510,player,(617)496-8605,False,L
2494826,Cory.West@maine.edu,Cory.West,eat519,player,001-663-781-3883x317,False,XS
2498926,Mary.Powell@maine.edu,Mary.Powell,window478,player,+1-968-620-1602x22451,True,S
5767533,Michael.Olsen@maine.edu,Michael.Olsen,determine560,player,807.652.1767x020,True,S
2568561,Connor.Castillo@maine.edu,Connor.Castillo,add782,player,+1-982-556-1018x525,False,XL
1694067,David.Lowery@maine.edu,David.Lowery,church210,player,001-819-940-7393x2904,False,XS
8616312,Sue.Miller@maine.edu,Sue.Miller,produce41,player,(527)527-4627,True,S
6723963,Frank.Tran@maine.edu,Frank.Tran,keep83,player,(359)845-4957x0022,False,L
7135617,Daniel.Fisher@maine.edu,Daniel.Fisher,nor949,player,399-610-6275x85846,True,S
9556356,Heather.Flynn@maine.edu,Heather.Flynn,around802,player,+1-442-551-6171x25581,True,XS
3049865,Lauren.Ryan@maine.edu,Lauren.Ryan,realize724,player,(446)528-1733x3446,False,XL
6412681,Jessica.Meadows@maine.edu,Jessica.Meadows,ahead31,player,975.776.5191x202,True,M
7285131,Andrea.Lee@maine.edu,Andrea.Lee,could854,player,+1-719-769-1109x556,False,XL
5841292,Cindy.Hernandez@maine.edu,Cindy.Hernandez,street709,player,(524)341-4405x218,False,XL
2136464,Andrea.Sims@maine.edu,Andrea.Sims,Mrs408,player,001-531-694-2661x02547,True,XL
5452176,William.Owens@maine.edu,William.Owens,prepare579,player,001-466-731-4440x25368,False,M
1757585,Ryan.Brown@maine.edu,Ryan.Brown,draw123,player,001-862-570-4593x5162,False,XS
7686546,James.Gamble@maine.edu,James.Gamble,would375,player,658-622-7952x55229,True,L
9470358,Michelle.Richards@maine.edu,Michelle.Richards,no772,player,458-267-4961x41151,True,S
6216088,Elizabeth.Boyd@maine.edu,Elizabeth.Boyd,less718,player,+1-998-743-3971x131,False,M
1894811,Joseph.Simpson@maine.edu,Joseph.Simpson,listen208,player,(596)845-7555,True,L
1900957,Martha.Franklin@maine.edu,Martha.Franklin,history48,player,754-569-6276x224,True,L
5161374,Jennifer.Best@maine.edu,Jennifer.Best,candidate442,player,596.853.1723x978,True,L
9222559,Sabrina.Yates@maine.edu,Sabrina.Yates,hair363,player,+1-350-309-3145x0155,False,S
8841634,Gregory.Valdez@maine.edu,Gregory.Valdez,lay0,player,+1-554-989-0549,False,S
1239459,Kristen.Sullivan@maine.edu,Kristen.Sullivan,water590,player,+1-960-366-8195x69881,True,S
9552292,Madeline.Hernandez@maine.edu,Madeline.Hernandez,way346,player,7159122538,False,XS
2345381,Alex.Morris@maine.edu,Alex.Morris,star39,player,(379)368-1622x176,False,M
1667498,Timothy.Jordan@maine.edu,Timothy.Jordan,mention625,player,516.719.4084,True,L
4897196,Charles.Wu@maine.edu,Charles.Wu,civil8,player,866-666-8725x0018,True,XS
8526254,Teresa.Scott@maine.edu,Teresa.Scott,both764,player,(317)821-5768,False,S
6441393,Randy.Snyder@maine.edu,Randy.Snyder,important445,player,+1-345-982-3794x5496,False,L
6181306,Christina.Gonzalez@maine.edu,Christina.Gonzalez,tonight988,player,001-686-821-6411x008,True,S
7029179,Lisa.Moyer@maine.edu,Lisa.Moyer,ago249,player,(788)937-7875x47605,False,XS
8649149,Anthony.Davis@maine.edu,Anthony.Davis,view660,player,(442)684-4808,False,S
5304767,Jordan.Tucker@maine.edu,Jordan.Tucker,both175,player,001-341-692-8648x0978,False,S
1468866,Javier.Knapp@maine.edu,Javier.Knapp,require971,player,(466)691-4108x409,False,XS
9605579,Zachary.Moss@maine.edu,Zachary.Moss,defense882,player,(207)319-4454x1386,False,M
1829325,Denise.Duncan@maine.edu,Denise.Duncan,could872,player,(344)202-4120x037,True,M
6328782,Shaun.Hernandez@maine.edu,Shaun.Hernandez,week630,player,(648)211-6815,True,S
5511631,Vanessa.Waller@maine.edu,Vanessa.Waller,attention678,player,001-785-363-0360x6169,True,L
2980303,Douglas.Montes@maine.edu,Douglas.Montes,physical611,player,917-552-6309,False,S
6920657,Jason.Gregory@maine.edu,Jason.Gregory,writer951,player,387-557-6017,True,L
6773201,Ashley.Jordan@maine.edu,Ashley.Jordan,industry349,player,+1-342-326-1460x46757,False,XS
3267027,Jennifer.Gonzalez@maine.edu,Jennifer.Gonzalez,life838,player,776-234-5537,True,XL
5149139,Sarah.Roberson@maine.edu,Sarah.Roberson,note842,player,001-954-479-1483,True,M
6371797,Patrick.Ramos@maine.edu,Patrick.Ramos,lose642,player,977.869.4492x02055,False,L
7551446,Dana.George@maine.edu,Dana.George,inside451,player,832-399-9713x9033,True,M
4639191,Dave.Washington@maine.edu,Dave.Washington,listen555,player,304.829.0117,False,XS
3992024,Dorothy.Thomas@maine.edu,Dorothy.Thomas,theory203,player,001-561-754-8165x86739,False,XS
4555226,Steven.Sandoval@maine.edu,Steven.Sandoval,than121,player,854.567.3291x43580,True,XL
9429466,Gregory.White@maine.edu,Gregory.White,allow833,player,281.734.2517,True,S
5741020,Timothy.Patel@maine.edu,Timothy.Patel,really178,player,547-917-0096,True,XL
8782301,Anita.Jordan@maine.edu,Anita.Jordan,nearly445,player,6348264665,True,M
8061405,Melissa.Thomas@maine.edu,Melissa.Thomas,represent106,player,565-962-1848x24261,False,XS
3381726,Derrick.Mclaughlin@maine.edu,Derrick.Mclaughlin,imagine312,player,478-981-1236,False,S
6390244,Mitchell.Mitchell@maine.edu,Mitchell.Mitchell,child99,player,(499)487-8007x690,True,L
7455205,Aaron.Cruz@maine.edu,Aaron.Cruz,agent599,player,240.450.7988,True,XS
1817062,Catherine.Frank@maine.edu,Catherine.Frank,whatever105,player,744-773-3557,True,S
6855143,Darius.Wilson@maine.edu,Darius.Wilson,general163,player,+1-489-832-7368x1108,True,M
4659688,Patricia.Carpenter@maine.edu,Patricia.Carpenter,old901,player,001-501-768-5607,False,L
9964008,Jacob.Bentley@maine.edu,Jacob.Bentley,Congress659,player,+1-798-414-1280x111,True,S
1772010,Leah.Love@maine.edu,Leah.Love,indeed613,player,8279795566,False,XL
5566952,Melanie.Stevenson@maine.edu,Melanie.Stevenson,paper121,player,(377)242-7145x999,False,S
8192493,Timothy.Clark@maine.edu,Timothy.Clark,show828,player,907.621.1122,True,S
6167022,Jeremy.Armstrong@maine.edu,Jeremy.Armstrong,American123,player,685.728.2894,False,XL
1968629,Jordan.Mueller@maine.edu,Jordan.Mueller,administration262,player,291.325.1680x68194,False,M
2763262,Jonathan.Hoover@maine.edu,Jonathan.Hoover,week809,player,(894)914-1737x7672,True,M
2021893,Jose.Brown@maine.edu,Jose.Brown,yes857,player,001-567-941-6567,False,S
7221766,Kevin.Williams@maine.edu,Kevin.Williams,close822,player,918.859.2270,False,L
9822726,Rodney.Murphy@maine.edu,Rodney.Murphy,minute323,player,4086569463,False,XS
1888777,Timothy.Deleon@maine.edu,Timothy.Deleon,play115,player,(296)698-7063,False,XL
1651210,Heather.Figueroa@maine.edu,Heather.Figueroa,but184,player,813.470.5632,True,S
4446733,Gina.Ryan@maine.edu,Gina.Ryan,story849,player,001-660-314-8029x301,True,XS
2714126,Nicole.Aguilar@maine.edu,Nicole.Aguilar,million22,player,(635)613-7747x486,True,XL
3758605,Patrick.Vega@maine.edu,Patrick.Vega,economic514,player,5303625577,False,XS
6791698,Leonard.Moody@maine.edu,Leonard.Moody,rise110,player,(499)476-9867x37895,False,S
4538899,Paul.Werner@maine.edu,Paul.Werner,leave371,player,633.963.1348,False,M
6892057,Jeffrey.Gilbert@maine.edu,Jeffrey.Gilbert,ability174,player,7013829277,False,S
5513754,Tommy.Phillips@maine.edu,Tommy.Phillips,agree658,player,419.238.8734x7819,True,XL
8774171,Lauren.Guerrero@maine.edu,Lauren.Guerrero,her100,player,+1-798-895-7612x34597,True,L
3805725,Suzanne.Robinson@maine.edu,Suzanne.Robinson,player384,player,924.935.6898,True,M
6842910,Jeremy.Lopez@maine.edu,Jeremy.Lopez,mind872,player,770-358-9633x371,True,L
1032734,Kimberly.Aguirre@maine.edu,Kimberly.Aguirre,method301,player,(327)705-9572,True,S
6158881,Nicole.Morse@maine.edu,Nicole.Morse,situation146,player,924-238-5099,True,S
1161764,Cheryl.Fernandez@maine.edu,Cheryl.Fernandez,specific446,player,347.716.3403,True,XL
8741413,David.Reyes@maine.edu,David.Reyes,lay132,player,217-312-3460x6344,False,XL
5392935,Justin.Le@maine.edu,Justin.Le,mind333,player,401-670-9819x853,False,XS
5104167,Stephanie.Case@maine.edu,Stephanie.Case,opportunity390,player,253-873-8957x782,True,M
7746087,Blake.Cain@maine.edu,Blake.Cain,read975,player,(754)963-6398,False,S
7942699,Christina.Gilbert@maine.edu,Christina.Gilbert,or884,player,+1-886-920-5641x00289,False,L
2050610,Cynthia.Hall@maine.edu,Cynthia.Hall,standard878,player,+1-625-830-6720x97518,False,XS
4338228,Jennifer.Duncan@maine.edu,Jennifer.Duncan,defense483,player,398-993-4711,True,S
6765109,Alexander.Barnes@maine.edu,Alexander.Barnes,foot28,player,+1-638-976-3943,False,S
9628214,Lauren.Daniel@maine.edu,Lauren.Daniel,know478,player,539-263-8639x7601,False,L
9464375,Dennis.Clark@maine.edu,Dennis.Clark,beat464,player,001-731-330-8040x3798,False,L
4805174,Jill.Bryan@maine.edu,Jill.Bryan,fast97,player,001-889-455-9454,False,L
6257207,Carl.Martinez@maine.edu,Carl.Martinez,computer554,player,797-252-0710,False,M
2345530,David.Fields@maine.edu,David.Fields,site802,player,652-715-6689,True,M
2822715,Amy.Miller@maine.edu,Amy.Miller,million846,player,(251)706-7777,True,M
2294332,Chloe.Martinez@maine.edu,Chloe.Martinez,gun357,player,001-574-685-8488x46129,True,XL
9710140,Gabriel.Roberts@maine.edu,Gabriel.Roberts,later578,player,+1-286-707-7577x6325,False,M
8522302,Justin.Payne@maine.edu,Justin.Payne,prepare382,player,001-540-499-0134x8367,True,XL
4223551,Randy.Young@maine.edu,Randy.Young,style22,player,875.682.3253,False,M
2951740,Jenny.Scott@maine.edu,Jenny.Scott,soon430,player,001-824-815-7658x312,True,M
2255424,John.Campbell@maine.edu,John.Campbell,expect740,player,311.620.8050x2212,True,M
6459970,Donald.Mendoza@maine.edu,Donald.Mendoza,soon800,player,001-499-930-5104x50684,True,XS
2378308,Angela.Cardenas@maine.edu,Angela.Cardenas,nature717,player,705-563-6616x33510,False,M
3920454,Heather.Taylor@maine.edu,Heather.Taylor,start399,player,(625)536-5960,False,XL
5892678,Javier.Mckay@maine.edu,Javier.Mckay,artist507,player,366-774-3297,False,XL
5309001,Shelley.Chapman@maine.edu,Shelley.Chapman,enter416,player,769-381-4316x57426,True,S
7569994,Brandi.Nguyen@maine.edu,Brandi.Nguyen,until608,player,+1-401-657-6231x7999,False,M
5259853,Meghan.Dean@maine.edu,Meghan.Dean,truth945,player,001-815-899-3430,False,XL
4516430,Melanie.Duran@maine.edu,Melanie.Duran,southern436,player,336.516.6281x380,True,M
2495054,Jessica.Ellis@maine.edu,Jessica.Ellis,smile653,player,335-546-4580x384,False,L
